AAAABCLLN,ABACALLAN
AGMNU,NUGAM
AGNRU,NUGAR
AGNUU,NUGAU
GNOSU,NUGOS
EGNUU,NUGUE
GINUU,NUGUI
ILNSU,NUILS
ELNSU,NULES
EMNNU,NUMEN
CINNU,NUNCI
ANOSU,NUOSA
NOSSU,NUSOS
AINUV,NUVIA
INSUV,NUVIS
LNOUV,NUVOL
AMNSY,NYAMS
ANPSY,NYAPS
CENSY,NYECS
AENPY,NYEPA
CINSY,NYICS
ANORY,NYORA
AIOSS,OASIS
AABGO,OBAGA
BCCEO,OBCEC
ABEOS,OBESA
BEOOS,OBOES
BLOOS,OBOLS
BEORR,OBRER
BIORR,OBRIR
BIORU,OBRIU
BOSTU,OBTUS
BENOV,OBVEN
ABIOV,OBVIA
BEIOV,OBVIE
BIIOV,OBVII
BIOOV,OBVIO
BIOSV,OBVIS
CCIOR,OCCIR
CCIOS,OCCIS
CCIOT,OCCIT
CCIOU,OCCIU
CCIOX,OCCIX
CIOOS,OCIOS
COORS,OCROS
CEOTT,OCTET
COOPU,OCUPO
DENOO,ODEON
DIOOS,ODIOS
DEOOR,ODORE
DIOOR,ODORI
DOOOR,ODORO
DEORR,ODRER
DEORS,ODRES
EIIOX,OEIXI
EIOOX,OEIXO
AEFGO,OFEGA
EFGOO,OFEGO
EFIOR,OFERI
AEFOS,OFESA
CFIIO,OFICI
DFIIO,OFIDI
AGIOV,OGIVA
EGORS,OGRES
AADIO,OIADA
AAIOR,OIARA
AEIOR,OIARE
AIOST,OIATS
AAIOV,OIAVA
EIMOS,OIMES
IIOOS,OIOIS
AIOOS,OIOSA
EIMOR,OIREM
EIORS,OIRES
EIORU,OIREU
ELNOT,OLENT
EGLOU,OLGUE
GILOU,OLGUI
AILOU,OLIAU
EILNO,OLIEN
EILOU,OLIEU
IILNO,OLIIN
ILOSU,OLIUS
EILOV,OLIVE
IILOV,OLIVI
ILOOV,OLIVO
ALLLO,OLLAL
ALLOO,OLLAO
ELLOR,OLLER
ALOOR,OLORA
ILOOR,OLORI
LOOOR,OLORO
LOORS,OLORS
ILOOT,OLOTI
BMOSU,OMBUS
ADEMO,OMEDA
AEGMO,OMEGA
AEIMO,OMEIA
AEMOS,OMESA
EIMOT,OMETI
EMOOT,OMETO
AIMOS,OMISA
ELMOP,OMPLE
ILMOP,OMPLI
LMOOP,OMPLO
EEGNO,ONEGE
EGINO,ONEGI
AEJNO,ONEJA
EJNOO,ONEJO
INOSX,ONIXS
NOOSS,ONSOS
ENOSZ,ONZES
DEIOO,OOIDE
ALOPS,OPALS
AEOPR,OPERA
EEOPR,OPERE
EIOPR,OPERI
EOOPR,OPERO
EILOP,OPILE
IILOP,OPILI
ILOOP,OPILO
EINOP,OPINE
IINOP,OPINI
INOOP,OPINO
EOOPS,OPOSE
IOOPS,OPOSI
OOOPS,OPOSO
AMOPT,OPTAM
ENOPT,OPTEN
EOPTU,OPTEU
CIOPT,OPTIC
IMOPT,OPTIM
INOPT,OPTIN
IOPST,OPTIS
GNOPU,OPUGN
EOQRU,OQUER
EOQSU,OQUES
ALORS,ORALS
AAORR,ORARA
DEIOR,ORDIE
DIIOR,ORDII
DIORR,ORDIR
DIORT,ORDIT
DIORX,ORDIX
EEGOR,OREGE
EGIOR,OREGI
AEJOR,OREJA
EJOOR,OREJO
EFOOR,ORFEO
EGORU,ORGUE
IINOR,ORINI
INOOR,ORINO
IORSX,ORIXS
ALORR,ORLAR
ALORU,ORLAU
ELORU,ORLEU
ILNOR,ORLIN
ILORS,ORLIS
ENNOR,ORNEN
INNOR,ORNIN
MOOOR,OROMO
NOORS,ORONS
IORRS,ORRIS
AORSS,ORSAS
EORSS,ORSES
IORSS,ORSIS
IORTU,ORTIU
OORST,ORTOS
ALORV,ORVAL
EGORX,ORXEG
IMOSS,OSMIS
IOQSU,OSQUI
EOSSS,OSSES
IOSSS,OSSIS
OOSSS,OSSOS
OSSTU,OSSUT
AADOU,OUADA
AEORU,OUERA
AADOV,OVADA
AELOV,OVALE
ALOOV,OVALO
AOSTV,OVATS
ALOUV,OVULA
ELOUV,OVULE
ILOUV,OVULI
LOOUV,OVULO
LOSUV,OVULS
DIIOX,OXIDI
DIOOX,OXIDO
DIOSX,OXIDS
INOOX,OXONI
AENOZ,OZENA
NOOSZ,OZONS
ABLPU,PABUL
AADDP,PADDA
AAEPR,PAERA
AAGMP,PAGAM
AAGPT,PAGAT
AGINP,PAGIN
AEIMP,PAIEM
AEINP,PAIEN
AEIPU,PAIEU
AINPT,PAINT
AAIPR,PAIRA
AEIPR,PAIRE
AIIPR,PAIRI
AIPST,PAITS
AAIPX,PAIXA
AIIPX,PAIXI
AIOPX,PAIXO
AALPR,PALAR
AALPU,PALAU
AILLP,PALLI
AILPS,PALIS
ALMPS,PALMS
AALPP,PALPA
AELPP,PALPE
AILPP,PALPI
ALOPP,PALPO
ALPPS,PALPS
ALOPT,PALTO
AAMPP,PAMPA
AADNP,PANDA
AANNP,PANNA
ANOPT,PANOT
AANPT,PANTA
AANPX,PANXA
ANOPX,PANXO
ANOPS,PAONS
AAPPR,PAPAR
AAPPS,PAPAS
AAPPT,PAPAT
AAPPU,PAPAU
AEMPP,PAPEM
AENPP,PAPEN
AEPPR,PAPER
AEPPS,PAPES
AEPPU,PAPEU
AINPP,PAPIN
AIOPP,PAPIO
AIPPR,PAPIR
AIPPS,PAPIS
APPSU,PAPUS
APPTU,PAPUT
AIPRR,PARIR
AIPRX,PARIX
AILPR,PARLI
ALOPR,PARLO
APRST,PARTS
AAPRV,PARVA
AAPSS,PASSA
AOPSS,PASSO
APSST,PASTS
AEGPT,PATGE
AIPTT,PATIT
AILPU,PAULI
ALPSU,PAULS
AAPSU,PAUSA
AEPSV,PAVES
AAIPV,PAVIA
ANOPV,PAVON
BEEPR,PEBRE
CEEPS,PECES
ADELP,PEDAL
ADEPT,PEDAT
ADEIP,PEDIA
DEIOP,PEDIO
DEIPS,PEDIS
DEOPR,PEDRO
AEGMP,PEGAM
EGOPS,PEGOS
EGOPT,PEGOT
EEGPU,PEGUE
EEIPR,PEIER
AELPU,PELAU
CEELP,PELEC
EELMP,PELEM
EELNP,PELEN
EELPS,PELES
EELPU,PELEU
EEFLP,PELFE
EFILP,PELFI
EFLOP,PELFO
EILNP,PELIN
EELPT,PELET
ELLPS,PELLS
ELNOP,PELON
ELOPS,PELOS
ELPTU,PELUT
AENPU,PENAU
EEMNP,PENEM
EENNP,PENEN
EENPS,PENES
EENPT,PENET
EENPU,PENEU
EEGNP,PENGE
EGINP,PENGI
CEINP,PENIC
EINNP,PENIN
AEJNP,PENJA
EJNOP,PENJO
AENNP,PENNA
ENOPS,PENOS
ENPSY,PENYS
EENOP,PEONE
ENOOP,PEONO
EEPPS,PEPES
EEPQU,PEQUE
DEEPR,PERDE
DEIPR,PERDI
DEPRS,PERDS
EEPRR,PERER
AEFPR,PERFA
EEFPR,PERFE
EIPRR,PERIR
EIPRT,PERIT
EIPRU,PERIU
EILPR,PERLI
ELOPR,PERLO
ENPRS,PERNS
EOPRR,PEROR
EOPRS,PEROS
EEPRV,PERVE
AEPRX,PERXA
EEPRX,PERXE
EOPRX,PERXO
EIPSS,PESIS
AEPTT,PETAT
EEMPT,PETEM
EEPRT,PETER
EEPTU,PETEU
EEGPT,PETGE
EGIPT,PETGI
EINPT,PETIN
EIPST,PETIS
EIPTT,PETIT
AEJPT,PETJA
EJOPT,PETJO
ELLPU,PEULL
EEPTV,PEVET
AAFIP,PIAFA
AEFIP,PIAFE
AFIIP,PIAFI
AFIOP,PIAFO
AFIPS,PIAFS
CDIIP,PICID
CIOPR,PICOR
CEIPT,PICTE
FILOP,PIFOL
EFIPR,PIFRE
AGIPT,PIGAT
GIOPS,PIGOS
GIOPT,PIGOT
EGIPR,PIGRE
EILPU,PILEU
IILPS,PILIS
IILLP,PILLI
ILLOP,PILLO
ILNOP,PILON
ILOPR,PILOR
ILOPS,PILOS
ILOPT,PILOT
ILPSU,PILUS
CIINP,PINCI
CINPS,PINCS
AINNP,PINNA
INOPS,PINOS
IINPT,PINTI
AINPX,PINXA
EINPX,PINXE
IINPX,PINXI
INOPX,PINXO
INOPY,PINYO
AIMPP,PIPAM
AIPPT,PIPAT
AIPPU,PIPAU
EINPP,PIPEN
EIPPS,PIPES
EIPPU,PIPEU
IINPP,PIPIN
IIPPS,PIPIS
IIPPU,PIPIU
IIPQU,PIQUI
EINPR,PIREN
CIIPR,PIRIC
IINPR,PIRIN
IIPRS,PIRIS
IOPPR,PIROP
AIPSU,PISAU
EIMPS,PISEM
IIPSS,PISIS
IOPSS,PISOS
IOPPS,PISPO
EIPTU,PITEU
GIIPT,PITGI
CIIPT,PITIC
IIPST,PITIS
AIJPT,PITJA
IJOPT,PITJO
FIOPT,PITOF
AIMPU,PIUAM
AIPUU,PIUAU
EIMPU,PIUEM
EINPU,PIUEN
EIPUU,PIUEU
IINPU,PIUIN
IIPSU,PIUIS
IILPU,PIULI
ILOPU,PIULO
EIPTV,PIVET
IOPTV,PIVOT
AIMPX,PIXAM
AIPSX,PIXAS
AIPUX,PIXAU
EIMPX,PIXEM
EIPSX,PIXES
EIPUX,PIXEU
IIPSX,PIXIS
IMPUX,PIXUM
AIPZZ,PIZZA
AFLOP,PLAFO
AAGLP,PLAGA
ACLNP,PLANC
AILNP,PLANI
ALNPS,PLANS
ALNPT,PLANT
ALNPX,PLANX
ALNPY,PLANY
ALPST,PLATS
ABELP,PLEBA
BELPS,PLEBS
CELPS,PLECS
EGLOP,PLEGO
ELNPS,PLENS
ELPRS,PLERS
ELPST,PLETS
EELPX,PLEXE
ILNPT,PLINT
LMOPS,PLOMS
LOOPR,PLORO
LOPRS,PLORS
LOPSU,PLOUS
GILPU,PLUIG
AJLPU,PLUJA
LOPTU,PLUTO
AAOPR,POARA
AAOPV,POAVA
ABLOP,POBLA
BELOP,POBLE
BILOP,POBLI
BLOOP,POBLO
ABOPR,POBRA
BEOPR,POBRE
ADLOP,PODAL
DEOPX,PODEX
ADIOP,PODIA
DIOPR,PODRI
AEOPT,POETA
EGOPU,POGUE
GOPTU,POGUT
ILOPP,POLIP
ILOPX,POLIX
LLOOP,POLLO
LOOPS,POLOS
LOPPS,POLPS
ELOPZ,POLZE
EMOPS,POMES
AMOPP,POMPA
MOOPP,POMPO
LMOPU,POMUL
EMNOP,PONEM
ENNOP,PONEN
ENOPU,PONEU
AGNOP,PONGA
NOOPT,PONTO
NOPST,PONTS
NOOPX,PONXO
AOPPS,POPAS
AOPPT,POPAT
AOPPU,POPAU
ENOPP,POPEN
EOPPR,POPER
EOPPS,POPES
EOPPU,POPEU
INOPP,POPIN
COPRS,PORCS
GOOPR,PORGO
OOPRS,POROS
OOPRR,PORRO
EOPRT,PORTE
IOPRT,PORTI
OOPRT,PORTO
OPRST,PORTS
OPRSU,PORUS
OOPRX,PORXO
AMOPS,POSAM
AOPSU,POSAU
OPSST,POSTS
LOOPT,POTOL
OOPST,POTOS
OOPTT,POTTO
OOPTX,POTXO
AMOPU,POUAM
AOPUU,POUAU
EOPUU,POUEU
INOPU,POUIN
IOPSU,POUIS
EENPR,PREEN
EEPRU,PREEU
EGOPR,PREGO
EMPRS,PREMS
CENPR,PRENC
ENPRY,PRENY
EPRST,PREST
EOPRU,PREUO
EPRSU,PREUS
EIPRV,PREVI
IMPRS,PRIMS
IOPRR,PRIOR
IOPRS,PRISO
AIPRV,PRIVA
IIPRV,PRIVI
IOPRV,PRIVO
AFOPR,PROFA
NOPRS,PRONS
EOPRV,PROVE
OOPRV,PROVO
ENPRU,PRUEN
INPRU,PRUIN
IPRRU,PRUIR
IPRSU,PRUIS
IPRTU,PRUIT
IPRUU,PRUIU
ANPRU,PRUNA
PRSUU,PRUUS
AADPU,PUADA
APSTU,PUATS
BEPRU,PUBER
ABIPU,PUBIA
BCIPU,PUBIC
BILPU,PUBIL
BIPSU,PUBIS
CEPRU,PUCER
COPSU,PUCOS
DENPU,PUDEN
DEPSU,PUDES
ADIPU,PUDIA
CDIPU,PUDIC
DIMPU,PUDIM
DINPU,PUDIN
DIPRU,PUDIR
DIPSU,PUDIS
DIPUU,PUDIU
DLOPU,PUDOL
DOPRU,PUDOR
DOPSU,PUDOS
DPSUU,PUDUS
EGMPU,PUGEM
EGNPU,PUGEN
EGPSU,PUGES
EGPUU,PUGEU
GINPU,PUGIN
GIPSU,PUGIS
AGNPU,PUGNA
GIPUU,PUGUI
AJMPU,PUJAM
AJPRU,PUJAR
AJPTU,PUJAT
AJPUU,PUJAU
JLOPU,PUJOL
JOPSU,PUJOS
ALLPU,PULLA
LLPUU,PULUL
EMPSU,PUMES
ENPSU,PUNES
AINPU,PUNIA
CINPU,PUNIC
IMNPU,PUNIM
INPSU,PUNIS
INPTU,PUNIT
INPUU,PUNIU
INPUX,PUNIX
ENPTU,PUNTE
NOPTU,PUNTO
NPSTU,PUNTS
ANPUX,PUNXA
ENPUX,PUNXE
NOPUX,PUNXO
ANPUY,PUNYA
ENPUY,PUNYE
INPUY,PUNYI
NOPUY,PUNYO
NPSUY,PUNYS
NOPSU,PUONS
EPPSU,PUPES
ILPPU,PUPIL
PPTUU,PUPUT
GOPRU,PURGO
ELPUZ,PUZLE
ADQRU,QUADR
ALLQU,QUALL
ALQSU,QUALS
ANQTU,QUANT
AQRSU,QUARS
AQRTU,QUART
ACEQU,QUECA
CEQSU,QUECS
DEEQU,QUEDE
DEOQU,QUEDO
AEIQU,QUEIA
EIMQU,QUEIM
EIQUX,QUEIX
EEQRU,QUERE
EIQRU,QUERI
ENQRU,QUERN
EQSTU,QUEST
AEQTU,QUETA
CIQSU,QUICS
DIQSU,QUIDS
EIQTU,QUIET
ILLQU,QUILL
ILQSU,QUILS
IMQSU,QUIMS
AINQU,QUINA
INQSU,QUINS
INQTU,QUINT
AIPQU,QUIPA
IQSTU,QUIST
AIQTU,QUITA
IIQTU,QUITI
IOQTU,QUITO
AOQTU,QUOTA
AADRR,RADAR
AAFLR,RAFAL
AIIMR,RAIMI
AAJMR,RAJAM
AAJRR,RAJAR
AAJRS,RAJAS
AAJRT,RAJAT
AJLOR,RAJOL
AJORS,RAJOS
AILLR,RALLI
ANORX,RANXO
AALOR,RAOLA
AANOR,RAONA
ANOOR,RAONO
AARSS,RASAS
AARST,RASAT
AARSU,RASAU
AERSS,RASES
ARSST,RASTS
ARRSU,RASUR
AARRT,RATAR
AARTT,RATAT
AIORT,RATIO
ALLRT,RATLL
AARTX,RATXA
AIRTX,RATXI
AORTX,RATXO
AARUX,RAUXA
BEELR,REBEL
BEEMR,REBEM
BEINR,REBIN
BEERR,REBRE
BERTU,REBUT
CEELR,RECEL
CEERT,RECTE
DEIRR,REDIR
DEIRT,REDIT
DEORX,REDOX
EEFRT,REFET
EEFIR,REFIE
EFIIR,REFII
EFILR,REFIL
EEGLR,REGEL
EGIRT,REGIT
EGILR,REGLI
EGNOR,REGNO
EGLRU,REGUL
EEIMR,REIEM
EEINR,REIEN
EEIRS,REIES
EEIRU,REIEU
AEIRX,REIXA
EIORX,REIXO
EIRSX,REIXS
EJORS,REJOS
AELRX,RELAX
EELRS,RELES
AELNR,RENAL
EGNRS,RENGS
ENORV,RENOV
ENRST,RENTS
EENRY,RENYE
EINRY,RENYI
ENRSY,RENYS
EELPR,REPEL
CEIPR,REPIC
EPRTU,REPUT
EENRS,RESEN
EERSU,RESEU
EIRSS,RESIS
ERSST,RESTS
EERTU,RETEU
EIRRT,RETIR
EIRTX,RETIX
ELORT,RETOL
EORRT,RETOR
EERRT,RETRE
ERRTU,RETUR
ERTTU,RETUT
EERTX,RETXE
EORTX,RETXO
EELRV,REVEL
EERUV,REVEU
EFIRV,REVIF
EIRRV,REVIR
EIRSV,REVIS
EIRUV,REVIU
ELORV,REVOL
BEIRR,RIBER
EILLR,RIELL
EIORR,RIERO
DGIIR,RIGID
GIIRU,RIGUI
GIRTU,RIGUT
GINRS,RINGS
AINRY,RINYA
INRSY,RINYS
IIQRU,RIQUI
CIRSS,RISCS
IIRSS,RISSI
IRSST,RISTS
IIMRT,RITMI
IMORT,RITMO
IRSTU,RITUS
EIRRU,RIURE
AILRV,RIVAL
EIRTV,RIVET
DEORT,RODET
DEORU,RODEU
EGORT,ROGET
JOORR,ROJOR
JOORS,ROJOS
ILLOR,ROLLI
IMOPR,ROMPI
MOOPR,ROMPO
MOPRS,ROMPS
DNOOR,RONDO
INORX,RONXI
NOORX,RONXO
INORY,RONYI
NOORY,RONYO
OORSS,ROSOS
IORST,ROSTI
ORSST,ROSTS
AORRT,ROTAR
AORTT,ROTAT
EORTU,ROTEU
LLORT,ROTLL
LOORT,ROTLO
OORRT,ROTOR
EORRU,ROURE
OORRU,ROURO
AFLRU,RUFLA
EFLRU,RUFLE
GIRRU,RUGIR
GIRUU,RUGIU
GORSU,RUGOS
EIRUX,RUIXE
IIRUX,RUIXI
IORUX,RUIXO
LORTU,RULOT
ABMRU,RUMBA
IIMRU,RUMII
MORRU,RUMOR
AMNRU,RUNAM
ANRRU,RUNAR
ENRSU,RUNES
ALRRU,RURAL
CRSSU,RUSCS
ARSSU,RUSSA
ERSTU,RUSTE
ILRTU,RUTIL
LLRTU,RUTLL
ERTUV,RUVET
AABES,SABEA
AABIS,SABIA
ABSTU,SABUT
ACIIS,SACII
AAGLS,SAGAL
AEISS,SAIES
AAGIS,SAIGA
AJLOS,SAJOL
AJOSS,SAJOS
AALSU,SALAU
AADLS,SALDA
ADELS,SALDE
AILSV,SALIV
AALLS,SALLA
ALMSS,SALMS
AILST,SALTI
ALSST,SALTS
ALSTU,SALUT
ALSSV,SALVS
AELSZ,SALZE
AAMOS,SAMOA
AGNSS,SANGS
ANSST,SANTS
AEQSU,SAQUE
ADRSS,SARDS
AGRSS,SARGS
AISSV,SAVIS
DEEGS,SEDEG
DEERS,SEDER
EEISS,SEIES
EEISU,SEIEU
BELMS,SEMBL
BEMRS,SEMBR
EENSS,SENES
EILNS,SENIL
EINSS,SENIS
ENSST,SENTS
AENSY,SENYA
EENSY,SENYE
EINSY,SENYI
ENOSY,SENYO
ENSSY,SENYS
EFRSS,SERFS
EPRSS,SERPS
EISST,SESTI
EESTT,SETET
EEIST,SETIE
EIIST,SETII
EESTZ,SETZE
EESSU,SEUES
EOSSU,SEUOS
EESSV,SEVES
AEMSX,SEXAM
AERSX,SEXAR
AESSX,SEXAS
AESUX,SEXAU
EEMSX,SEXEM
EESSX,SEXES
EESUX,SEXEU
EISSX,SEXIS
GIILS,SIGIL
EILSX,SILEX
FILSS,SILFS
IILLS,SILIL
ILRSU,SILUR
IIMSS,SIMIS
ILMSU,SIMUL
GILNS,SINGL
CINOS,SINOC
INSSU,SINUS
IOSUX,SIOUX
IIOPS,SIPIO
IISST,SITIS
AIJST,SITJA
IISTU,SITUI
IOSTU,SITUO
ISTUU,SITUU
IILSU,SIULI
IORSU,SIURO
AINSV,SIVAN
BOORS,SOBRO
AFORS,SOFRA
EIOSS,SOIES
CLOSS,SOLCS
ELOSU,SOLEU
ILOST,SOLIT
LLOOS,SOLLO
LLOSS,SOLLS
LOOSS,SOLOS
LOOST,SOLTO
LOSST,SOLTS
IMOOS,SOMIO
MOOSU,SOMOU
MOOPS,SOMPO
ENOSU,SONEU
INOSS,SONIS
DOORS,SORDO
DORSS,SORDS
GOORS,SORGO
NORSS,SORNS
OORRS,SORRO
ORSSU,SORUS
GIOST,SOTGI
AJOST,SOTJA
JOOST,SOTJO
EOSTU,SOUET
INPSS,SPINS
BILST,STILB
AADSU,SUADA
ASSUU,SUAUS
AASUV,SUAVA
BESUV,SUBVE
ACSUU,SUCAU
COSSU,SUCOS
BCSUU,SUCUB
ESSUU,SUEUS
AESUV,SUEVA
FISSU,SUFIS
FISUX,SUFIX
DISSU,SUIDS
DILSU,SULID
LLSSU,SULLS
ILSSU,SULSI
AIMSU,SUMIA
IMMSU,SUMIM
IMSUX,SUMIX
AOSSU,SUOSA
OPSSU,SUPOS
PSTUU,SUPUT
EQSUU,SUQUE
IQSUU,SUQUI
ALRSU,SURAL
ARSUU,SURAU
ERRSU,SURER
ERSSU,SURES
ERSUU,SUREU
FRSSU,SURFS
INRSU,SURIN
IRSSU,SURIS
ORSTU,SURTO
RSSTU,SURTS
RSTUU,SUTUR
ASTUZ,SUTZA
ESTUZ,SUTZE
AABCT,TABAC
ABDIT,TABID
ABLTU,TABUL
AACTT,TACAT
AALTT,TALAT
AALTU,TALAU
AILNT,TALIN
AILTT,TALIT
AILMT,TAMIL
AANTT,TANTA
ANSTT,TANTS
AANTY,TANYA
AINTY,TANYI
ANSTY,TANYS
AANTZ,TANZA
AAPTT,TAPAT
AASST,TASSA
AISTT,TASTI
ASSTT,TASTS
AATTU,TATUA
AETTU,TATUE
AOTTU,TATUO
ATTUU,TATUU
AATTX,TATXA
AETTX,TATXE
AITTX,TATXI
AOTTX,TATXO
AAJTU,TAUJA
ALOTU,TAULO
AAMTX,TAXAM
AASTX,TAXAS
AATUX,TAXAU
AENTX,TAXEN
AETUX,TAXEU
AINTX,TAXIN
AISTX,TAXIS
ANOTX,TAXON
AEITT,TEATI
BEEOT,TEBEO
EIOTX,TEIXO
AELTT,TELAT
EELRT,TELER
EELTU,TELEU
EELTX,TELEX
EILNT,TELIN
ELRTU,TELUR
EMPRT,TEMPR
EMPST,TEMPS
EMPTT,TEMPT
EMTTU,TEMUT
EENTU,TENUE
EINTY,TENYI
EISTT,TESTI
ESSTT,TESTS
ELOTT,TETOL
ELOTU,TEULO
EGRTU,TEURG
EOTTU,TEUTO
EESTV,TEVES
EETTV,TEVET
ESTTX,TEXTS
AEHTT,THETA
CFIIT,TIFIC
AIJTT,TIJAT
BIMRT,TIMBR
DIIMT,TIMID
ILMOT,TIMOL
AINTT,TINTA
EINTT,TINTE
IINTT,TINTI
INOTT,TINTO
INSTT,TINTS
IINTY,TINYI
INOTY,TINYO
INSTY,TINYS
EFIOT,TIOFE
EILPT,TIPLE
IPSTU,TIPUS
AIRRT,TIRAR
EIRTU,TIREU
ISSTU,TISSU
EITTT,TITET
IILTT,TITIL
IISTT,TITIS
IITTT,TITIT
ILLTT,TITLL
ILOTT,TITOL
IOTTT,TITOT
BITTU,TITUB
ILTTU,TITUL
IINTX,TIXIN
IISTX,TIXIS
IIRTX,TIXRI
CMOOT,TOCOM
AGOTT,TOGAT
IOOST,TOISO
AIOTX,TOIXA
IOOTX,TOIXO
ILORT,TOLIR
ILOTU,TOLIU
ILOTX,TOLIX
ALOTT,TOLTA
LOSTT,TOLTS
AMMOT,TOMAM
AMOTT,TOMAT
AMOTU,TOMAU
BMOOT,TOMBO
BMOST,TOMBS
EMMOT,TOMEM
EMOTU,TOMEU
IMNOT,TOMIN
ALNOT,TONAL
NOSTU,TONUS
EOQTU,TOQUE
COORT,TORCO
DORST,TORDS
EORTT,TORET
NOORT,TORNO
NORST,TORNS
IORRT,TORRI
ORRST,TORRS
OORTT,TORTO
ORSTT,TORTS
OORTX,TORXO
OOSST,TOSOS
IOSST,TOSSI
OOTTX,TOTXO
OORTV,TOVOR
OOTTV,TOVOT
CIOTX,TOXIC
ACRTT,TRACT
ACNRT,TRANC
ARSTT,TRAST
ARTTU,TRAUT
AARTV,TRAVA
AERTV,TRAVE
AIRTV,TRAVI
EMRST,TREMS
ERSTT,TRETS
DIRTU,TRIDU
ILLRT,TRILL
INRST,TRINS
INRTX,TRINX
IPRST,TRIPS
IRSTT,TRIST
IIRTT,TRITI
IORTT,TRITO
IIRTV,TRIVI
MOPRT,TROMP
CNORT,TRONC
CORTU,TRUCO
FMRTU,TRUMF
CNRTU,TRUNC
RSTTU,TRUST
BETTU,TUBET
BLTUU,TUBUL
ADTTU,TUDAT
ADTUU,TUDAU
DEMTU,TUDEM
DETUU,TUDEU
DINTU,TUDIN
EEGTU,TUEGE
AEJTU,TUEJA
EJOTU,TUEJO
ISTTU,TUITS
DIMTU,TUMID
LMTUU,TUMUL
ELNTU,TUNEL
APRTU,TUPAR
APTTU,TUPAT
APTUU,TUPAU
EMPTU,TUPEM
EPTUU,TUPEU
ESSTU,TUSSE
ESTTU,TUSTE
OSTTU,TUSTO
SSTTU,TUSTS
ELTTU,TUTEL
ORTTU,TUTOR
STTUU,TUTUS
CESTX,TXECS
BCIOU,UBICO
BCISU,UBICS
DLOOU,UDOLO
DLOSU,UDOLS
AFNSU,UFANS
AISSU,UISSA
IISSU,UISSI
IOSSU,UISSO
AAJUV,UJAVA
ALNSU,ULANS
ALLUU,ULLAU
ELLTU,ULLET
ELLUU,ULLEU
LLOTU,ULLOT
ALRTU,ULTRA
LLOUU,ULULO
ALLUV,ULVAL
BEMRU,UMBRE
EINUX,UNEIX
AENNU,UNENA
ENNSU,UNENS
AFLNU,UNFLA
EFLNU,UNFLE
FILNU,UNFLI
FLNOU,UNFLO
GIMNU,UNGIM
GINSU,UNGIS
GINUX,UNGIX
GLNOU,UNGLO
EINNU,UNIEN
EINSU,UNIES
EINUU,UNIEU
INNTU,UNINT
INSTU,UNITS
INOUX,UNIXO
ANRTU,UNTAR
ANTTU,UNTAT
ANTUU,UNTAU
ENNTU,UNTEN
ENTTU,UNTET
ENTUU,UNTEU
NORTU,UNTOR
EMQUU,UQUEM
ENQUU,UQUEN
EQUUU,UQUEU
INQUU,UQUIN
DRSUU,URDUS
AMPRU,URPAM
APRRU,URPAR
APRSU,URPAS
APRUU,URPAU
EMPRU,URPEM
EPRUU,URPEU
IPRUX,URPIX
BRUUU,URUBU
ALSUU,USUAL
AELUV,UVEAL
EESUV,UVEES
ALUUV,UVULA
ACCIV,VACCI
ACNUV,VACUN
ACSUV,VACUS
AAGLV,VAGAL
AAGMV,VAGAM
AAGSV,VAGAS
AAGTV,VAGAT
AAGUV,VAGAU
AEGSV,VAGES
AGIMV,VAGIM
AGINV,VAGIN
AGISV,VAGIS
AGITV,VAGIT
AGIUV,VAGIU
AGOSV,VAGOS
AEGUV,VAGUE
AIRSV,VAIRS
AELNV,VALEN
AELRV,VALER
AGLSV,VALGS
ADILV,VALID
ALLSV,VALLS
AALUV,VALUA
AALVV,VALVA
AAMNV,VANAM
AANRV,VANAR
AANSV,VANAS
AENNV,VANEN
AINNV,VANIN
ANOSV,VANOS
AINTV,VANTI
ANOTV,VANTO
AEQUV,VAQUE
AIQUV,VAQUI
AAMRV,VARAM
AARRV,VARAR
AARUV,VARAU
AEMRV,VAREM
AERUV,VAREU
AIIRV,VARII
AINRV,VARIN
AIRUV,VARIU
AARVV,VARVA
AESSV,VASES
AOSSV,VASOS
AASTV,VASTA
ASSTV,VASTS
AATUV,VATUA
AAMUV,VAUMA
CEESV,VECES
CEOTV,VECOT
ADETV,VEDAT
DEENV,VEDEN
DEESV,VEDES
DEETV,VEDET
CDEIV,VEDIC
EEGMV,VEGEM
EEGNV,VEGEN
EEGSV,VEGES
EEGTV,VEGET
EEGUV,VEGEU
EGINV,VEGIN
EGISV,VEGIS
EEIMV,VEIEM
EEISV,VEIES
EEIUV,VEIEU
EEIRV,VEIRE
AELTV,VELAT
EELMV,VELEM
EELSV,VELES
EELUV,VELEU
CEILV,VELIC
EILNV,VELIN
EILSV,VELIS
ELLSV,VELLS
CELOV,VELOC
CEENV,VENCE
CEINV,VENCI
EINUV,VENIU
AEJNV,VENJA
ENSTV,VENTS
ENTUV,VENUT
BERSV,VERBS
DERSV,VERDS
EEMRV,VEREM
EEGRV,VERGE
EMRSV,VERMS
ENRSV,VERNS
AEPRV,VERPA
AERRV,VERRA
EORRV,VERRO
AEMSV,VESAM
CESSV,VESCS
EISSV,VESIS
EOSSV,VESSO
EISTV,VESTI
ESSTV,VESTS
AEMTV,VETAM
AETTV,VETAT
AETUV,VETAU
EEMTV,VETEM
EETUV,VETEU
EELTV,VETLE
